,Nombres,Categoría,Record
1653,GARRETH MCLELLAN,Middleweight,13-6-0 (W-L-D)
1654,GERALD MEERSCHAERT,Middleweight,34-14-0 (W-L-D)
1655,EDDIE MENDEZ,Middleweight,0-0-0 (W-L-D)
1656,GUY MEZGER,Middleweight,44-13-6 (W-L-D)
1657,ANDREAS MICHAILIDIS,Middleweight,13-5-0 (W-L-D)
1658,PAT MILETICH,Middleweight,27-5-2 (W-L-D)
1659,PHILLIP MILLER,Middleweight,15-0-0 (W-L-D)
1660,DAN MILLER,Middleweight,14-8-0 (W-L-D)
1661,IKUHISA MINOWA,Middleweight,0-0-0 (W-L-D)
1662,MARIO MIRANDA,Middleweight,12-3-0 (W-L-D)
1663,VITOR MIRANDA,Middleweight,13-7-0 (W-L-D)
1664,STEVE MONTGOMERY,Middleweight,8-4-0 (W-L-D)
1665,RICHARDSON MOREIRA,Middleweight,7-4-0 (W-L-D)
1666,FLAVIO MOURA,Middleweight,0-0-0 (W-L-D)
1667,GEGARD MOUSASI,Middleweight,42-6-2 (W-L-D)
1668,ANDRE MUNIZ,Middleweight,22-4-0 (W-L-D)
1669,MARK MUNOZ,Middleweight,14-6-0 (W-L-D)
1670,MAKHMUD MURADOV,Middleweight,25-7-0 (W-L-D)
1671,LEE MURRAY,Middleweight,9-1-1 (W-L-D)
1672,KHALID MURTAZALIEV,Middleweight,14-2-0 (W-L-D)
1673,ELVIS MUTAPCIC,Middleweight,15-5-1 (W-L-D)
1674,ROGER NARVAEZ,Middleweight,7-2-0 (W-L-D)
1675,RAFAEL NATAL,Middleweight,21-9-1 (W-L-D)
1676,ANTONIO BRAGA NETO,Middleweight,9-3-0 (W-L-D)
1677,ALEX NICHOLSON,Middleweight,7-4-0 (W-L-D)
1678,CHIDI NJOKUANI,Middleweight,21-7-0 (W-L-D)
1679,GADZHI OMARGADZHIEV,Middleweight,13-1-0 (W-L-D)
1680,CHIBWIKEM ONYENEGECHA,Middleweight,6-0-0 (W-L-D)
1681,NISSEN OSTERNECK,Middleweight,5-2-0 (W-L-D)
1682,TULIO PALHARES,Middleweight,0-0-0 (W-L-D)
1683,JUN YONG PARK,Middleweight,13-5-0 (W-L-D)
1684,JHONOVEN PATI,Middleweight,0-1-0 (W-L-D)
1685,MATEJ PENAZ,Middleweight,0-0-0 (W-L-D)
1686,DANIEL PEREIRA,Middleweight,0-0-0 (W-L-D)
1687,ALEX PEREIRA,Middleweight,2-0-0 (W-L-D)
1688,ALBERTO PEREIRA,Middleweight,9-2-0 (W-L-D)
1689,MARKUS PEREZ,Middleweight,12-5-0 (W-L-D)
1690,TONY PETERRA,Middleweight,0-0-0 (W-L-D)
1691,ANDRE PETROSKI,Middleweight,7-2-0 (W-L-D)
1692,ARMEN PETROSYAN,Middleweight,7-1-0 (W-L-D)
1693,COSTAS PHILIPPOU,Middleweight,13-5-0 (W-L-D)
1694,JOHN PHILLIPS,Middleweight,22-11-0 (W-L-D)
1695,JAMIE PICKETT,Middleweight,13-7-0 (W-L-D)
1696,OSKAR PIECHOTA,Middleweight,11-3-1 (W-L-D)
1697,MAKI PITOLO,Middleweight,13-9-0 (W-L-D)
1698,TREVOR PRANGLEY,Middleweight,11-4-0 (W-L-D)
1699,CHRIS PRICE,Middleweight,8-2-0 (W-L-D)
1700,JOE PYFER,Middleweight,7-2-0 (W-L-D)
1701,NATE QUARRY,Middleweight,18-4-0 (W-L-D)
1702,JIMMY QUINLAN,Middleweight,3-1-0 (W-L-D)
1703,BENJI RADACH,Middleweight,0-0-0 (W-L-D)
1704,JORDAN RADEV,Middleweight,16-3-0 (W-L-D)
1705,GIDEON RAY,Middleweight,8-3-0 (W-L-D)
1706,STEVE REGMAN,Middleweight,9-3-0 (W-L-D)
1707,CLAUDIO RIBIERO,Middleweight,0-0-0 (W-L-D)
1708,JOE RIGGS,Middleweight,41-17-0 (W-L-D)
1709,NICK RING,Middleweight,13-3-0 (W-L-D)
1710,DANTE RIVERA,Middleweight,10-3-0 (W-L-D)
1711,JORGE RIVERA,Middleweight,19-9-0 (W-L-D)
1712,TYRONE ROBERTS,Middleweight,0-0-0 (W-L-D)
1713,BUDDY ROBERTS,Middleweight,12-3-0 (W-L-D)
1714,KEITH ROCKEL,Middleweight,10-4-1 (W-L-D)
1715,GREGORY RODRIGUES,Middleweight,11-4-0 (W-L-D)
1716,YOEL ROMERO,Middleweight,13-5-0 (W-L-D)
1717,JAKE ROSHOLT,Middleweight,6-2-0 (W-L-D)
1718,RODRIGO RUAS,Middleweight,0-0-0 (W-L-D)
1719,SAPARBEG SAFAROV,Middleweight,9-3-0 (W-L-D)
1720,ALESSIO SAKARA,Middleweight,19-11-0 (W-L-D)
1721,IVAN SALAVERRY,Middleweight,12-6-1 (W-L-D)
1722,JOHN SALTER,Middleweight,5-2-0 (W-L-D)
1723,JOSH SAMMAN,Middleweight,12-5-0 (W-L-D)
1724,ANDREW SANCHEZ,Middleweight,13-7-0 (W-L-D)
1725,CHRIS SANFORD,Middleweight,0-0-0 (W-L-D)
1726,WILL SANTIAGO,Middleweight,9-6-0 (W-L-D)
1727,ART SANTORE,Middleweight,14-6-0 (W-L-D)
1728,BRUNO SANTOS,Middleweight,14-2-0 (W-L-D)
1729,ADRIANO SANTOS,Middleweight,0-0-0 (W-L-D)
1730,YUKI SASAKI,Middleweight,20-12-1 (W-L-D)
1731,ERIC SCHAFER,Middleweight,14-7-2 (W-L-D)
1732,ALEX SCHOENAUER,Middleweight,17-9-0 (W-L-D)
1733,ANDREI SEMENOV,Middleweight,21-3-0 (W-L-D)
1734,EDMEN SHAHBAZYAN,Middleweight,11-3-0 (W-L-D)
1735,FRANK SHAMROCK,Middleweight,0-0-0 (W-L-D)
1736,HENRIQUE SHIGUEMOTO,Middleweight,0-1-0 (W-L-D)
1737,JAY SILVA,Middleweight,5-3-0 (W-L-D)
1738,JANSEY SILVA,Middleweight,0-0-0 (W-L-D)
1739,ANDERSON SILVA,Middleweight,34-11-0 (W-L-D)
1740,BRUNO SILVA,Middleweight,22-7-0 (W-L-D)
1741,LODUNE SINCAID,Middleweight,0-0-0 (W-L-D)
1742,RORY SINGER,Middleweight,12-7-0 (W-L-D)
1743,JOE SLICK,Middleweight,0-0-0 (W-L-D)
1744,SCOTT SMITH,Middleweight,0-0-0 (W-L-D)
1745,GILBERT SMITH,Middleweight,5-2-0 (W-L-D)
1746,TREVOR SMITH,Middleweight,15-10-0 (W-L-D)
1747,PUNAHELE SORIANO,Middleweight,8-2-0 (W-L-D)
1748,MARIO SOUSA,Middleweight,1-1-0 (W-L-D)
1749,RONALDO SOUZA,Middleweight,26-10-0 (W-L-D)
1750,ERIC SPICELY,Middleweight,12-6-0 (W-L-D)
1751,GEORGES ST-PIERRE,Middleweight,26-2-0 (W-L-D)
1752,RON STALLINGS,Middleweight,13-8-0 (W-L-D)
1753,BRIAN STANN,Middleweight,12-6-0 (W-L-D)
1754,CLIFFORD STARKS,Middleweight,8-2-0 (W-L-D)
1755,KALIB STARNES,Middleweight,10-4-1 (W-L-D)
1756,LAUREANO STAROPOLI,Middleweight,9-5-0 (W-L-D)
1757,ALEX STEIBLING,Middleweight,0-0-0 (W-L-D)
1758,STEVE STEINBEISS,Middleweight,4-4-0 (W-L-D)
1759,DUSTIN STOLTZFUS,Middleweight,13-4-0 (W-L-D)
1760,CURTIS STOUT,Middleweight,0-0-0 (W-L-D)
1761,SEAN STRICKLAND,Middleweight,25-3-0 (W-L-D)
1762,AMAR SULOEV,Middleweight,36-6-0 (W-L-D)
1763,JUSTIN SUMTER,Middleweight,7-2-0 (W-L-D)
1764,FLOYD SWORD,Middleweight,14-2-0 (W-L-D)
1765,EVAN TANNER,Middleweight,34-8-0 (W-L-D)
1766,BRAD TAVARES,Middleweight,19-7-0 (W-L-D)
1767,JESSE TAYLOR,Middleweight,32-15-0 (W-L-D)
1768,JAMES TE HUNA,Middleweight,18-9-0 (W-L-D)
1769,DAVID TERRELL,Middleweight,10-2-0 (W-L-D)
1770,JASON THACKER,Middleweight,0-0-0 (W-L-D)
1771,ELIAS THEODOROU,Middleweight,17-3-0 (W-L-D)
1772,DARREN TILL,Middleweight,18-4-1 (W-L-D)
1773,DENIS TIULIULIN,Middleweight,10-6-0 (W-L-D)
1774,DUŠKO TODOROVIĆ,Middleweight,11-2-0 (W-L-D)
1775,DEQUAN TOWNSEND,Middleweight,21-12-0 (W-L-D)
1776,TOR TROENG,Middleweight,16-7-1 (W-L-D)
1777,WELLINGTON TURMAN,Middleweight,18-5-0 (W-L-D)
1778,GILBERT URBINA,Middleweight,6-2-0 (W-L-D)
1779,ELIAS URBINA,Middleweight,3-1-0 (W-L-D)
1780,IVAN VALENZUELA,Middleweight,0-0-0 (W-L-D)
1781,GUILHERME VASCONCELOS,Middleweight,3-2-0 (W-L-D)
1782,JOE VEDEPO,Middleweight,9-3-0 (W-L-D)
1783,KARLOS VEMOLA,Middleweight,10-4-0 (W-L-D)
1784,MARVIN VETTORI,Middleweight,18-5-1 (W-L-D)
1785,RODOLFO VIEIRA,Middleweight,8-1-0 (W-L-D)
1786,STEVE VIGNEAULT,Middleweight,11-6-0 (W-L-D)
1787,FALANIKO VITALE,Middleweight,14-3-0 (W-L-D)
1788,CHASE WALDON,Middleweight,11-3-0 (W-L-D)
1789,CRAFTON WALLACE,Middleweight,13-2-1 (W-L-D)
1790,RANDALL WALLACE,Middleweight,15-7-0 (W-L-D)
1791,PATRICK WALSH,Middleweight,5-3-0 (W-L-D)
1792,TOM WATSON,Middleweight,17-9-0 (W-L-D)
1793,CHRIS WEIDMAN,Middleweight,15-6-0 (W-L-D)
1794,MARK WEIR,Middleweight,17-2-0 (W-L-D)
1795,ROBERT WHITTAKER,Middleweight,24-6-0 (W-L-D)
1796,ROB WILKINSON,Middleweight,11-2-0 (W-L-D)
1797,TIM WILLIAMS,Middleweight,15-5-0 (W-L-D)
1798,JONATHAN WILSON,Middleweight,7-3-0 (W-L-D)
1799,DERON WINN,Middleweight,7-2-0 (W-L-D)
1800,JORDAN WRIGHT,Middleweight,12-2-0 (W-L-D)
1801,JAMIE YAGER,Middleweight,2-2-0 (W-L-D)
1802,KEICHIRO YAMAMIYA,Middleweight,0-0-0 (W-L-D)
1803,ADAM YANDIEV,Middleweight,9-1-0 (W-L-D)
1804,DONGI YANG,Middleweight,12-3-0 (W-L-D)
1805,HU YAOZONG,Middleweight,3-3-0 (W-L-D)
1806,CALE YARBROUGH,Middleweight,0-1-0 (W-L-D)
1807,ROB YUNDT,Middleweight,7-2-0 (W-L-D)
1808,LUKE ZACHRICH,Middleweight,14-4-0 (W-L-D)
1809,IGOR ZINOVIEV,Middleweight,0-0-0 (W-L-D)
1810,KLIDSON ABREU,Light Heavyweight,15-4-0 (W-L-D)
1811,SAM ADKINS,Light Heavyweight,0-0-0 (W-L-D)
1812,RAZAK AL-HASSAN,Light Heavyweight,7-2-0 (W-L-D)
1813,HERDEM ALACABEK,Light Heavyweight,0-0-0 (W-L-D)
1814,HOUSTON ALEXANDER,Light Heavyweight,9-5-0 (W-L-D)
1815,JOHN ALLAN,Light Heavyweight,13-7-0 (W-L-D)
1816,JAILTON ALMEIDA,Light Heavyweight,15-2-0 (W-L-D)
1817,SAM ALVEY,Light Heavyweight,33-17-1 (W-L-D)
1818,COREY ANDERSON,Light Heavyweight,14-5-0 (W-L-D)
1819,REESE ANDY,Light Heavyweight,7-3-0 (W-L-D)
1820,JULIUS ANGLICKAS,Light Heavyweight,0-0-0 (W-L-D)
1821,MAGOMED ANKALAEV,Light Heavyweight,17-1-0 (W-L-D)
1822,GADZHIMURAD ANTIGULOV,Light Heavyweight,20-8-0 (W-L-D)
1823,IBO ASLAN,Light Heavyweight,0-0-0 (W-L-D)
1824,JOSE AUGUSTO,Light Heavyweight,0-0-0 (W-L-D)
1825,RYAN BADER,Light Heavyweight,22-5-0 (W-L-D)
1826,FRANCIMAR BARROSO,Light Heavyweight,19-7-0 (W-L-D)
1827,JOEY BELTRAN,Light Heavyweight,14-9-0 (W-L-D)
1828,KENNETH BERGH,Light Heavyweight,6-0-0 (W-L-D)
1829,ANTON BERZIN,Light Heavyweight,5-2-0 (W-L-D)
1830,CHRIS BIRCHLER,Light Heavyweight,7-4-0 (W-L-D)
1831,SIMON BIYONG,Light Heavyweight,0-0-0 (W-L-D)
1832,JAN BLACHOWICZ,Light Heavyweight,28-9-0 (W-L-D)
1833,TOM BLACKLEDGE,Light Heavyweight,10-7-0 (W-L-D)
1834,DASHAWN BOATWRIGHT,Light Heavyweight,3-2-0 (W-L-D)
1835,STEPHAN BONNAR,Light Heavyweight,17-8-0 (W-L-D)
1836,STEVE BOSSE,Light Heavyweight,12-2-0 (W-L-D)
1837,MARCOS BRIGAGAO,Light Heavyweight,0-0-0 (W-L-D)
1838,JASON BRILZ,Light Heavyweight,18-5-1 (W-L-D)
1839,TODD BROWN,Light Heavyweight,15-3-0 (W-L-D)
1840,JULES BRUCHEZ,Light Heavyweight,0-1-0 (W-L-D)
1841,DENNIS BRYANT,Light Heavyweight,5-2-0 (W-L-D)
1842,MODESTAS BUKAUSKAS,Light Heavyweight,11-5-0 (W-L-D)
1843,ALEKSA CAMUR,Light Heavyweight,6-2-0 (W-L-D)
1844,RAFAEL CAVALCANTE,Light Heavyweight,12-7-0 (W-L-D)
1845,FABIO CHERANT,Light Heavyweight,7-4-0 (W-L-D)
1846,JOACHIM CHRISTENSEN,Light Heavyweight,14-6-0 (W-L-D)
1847,MIKE CIESNOLEVICZ,Light Heavyweight,18-4-1 (W-L-D)
1848,MARK COLEMAN,Light Heavyweight,16-10-0 (W-L-D)
1849,WES COMBS,Light Heavyweight,12-2-0 (W-L-D)
1850,PAULO COSTA,Light Heavyweight,13-2-0 (W-L-D)
1851,RASHAD COULTER,Light Heavyweight,9-4-0 (W-L-D)
1852,RANDY COUTURE,Light Heavyweight,19-11-0 (W-L-D)
1853,PAUL CRAIG,Light Heavyweight,16-4-1 (W-L-D)
1854,JIMMY CRUTE,Light Heavyweight,12-3-0 (W-L-D)
1855,PATRICK CUMMINS,Light Heavyweight,10-7-0 (W-L-D)
1856,ALTON CUNNINGHAM,Light Heavyweight,7-2-0 (W-L-D)
1857,ION CUTELABA,Light Heavyweight,16-6-1 (W-L-D)
1858,HENRIQUE DA SILVA,Light Heavyweight,12-4-0 (W-L-D)
1859,PHIL DAVIS,Light Heavyweight,13-3-0 (W-L-D)
1860,ANGEL DE ANDA,Light Heavyweight,18-6-0 (W-L-D)
1861,CYRILLE DIABATE,Light Heavyweight,20-10-3 (W-L-D)
1862,CODY DONOVAN,Light Heavyweight,8-5-0 (W-L-D)
1863,ROBERT DRYSDALE,Light Heavyweight,7-0-0 (W-L-D)
1864,ABDUL-KERIM EDILOV,Light Heavyweight,16-4-0 (W-L-D)
1865,RASHAD EVANS,Light Heavyweight,24-8-1 (W-L-D)
1866,RON FAIRCLOTH,Light Heavyweight,0-0-0 (W-L-D)
1867,ALEXANDRE FERREIRA,Light Heavyweight,18-7-0 (W-L-D)
1868,TIMO FEUCHT,Light Heavyweight,0-0-0 (W-L-D)
1869,ISI FITIKEFU,Light Heavyweight,0-0-0 (W-L-D)
1870,TY FLORES,Light Heavyweight,0-1-0 (W-L-D)
1871,MARCEL FORTUNA,Light Heavyweight,9-3-0 (W-L-D)
1872,SHAMIL GAMZATOV,Light Heavyweight,14-1-0 (W-L-D)
1873,JORGE GONZALEZ,Light Heavyweight,16-4-0 (W-L-D)
1874,FORREST GRIFFIN,Light Heavyweight,19-7-0 (W-L-D)
1875,CHAD GRIGGS,Light Heavyweight,11-3-0 (W-L-D)
1876,ANDRE GUSMAO,Light Heavyweight,5-2-0 (W-L-D)
1877,MATT HAMILL,Light Heavyweight,12-5-0 (W-L-D)
1878,CHRIS HASEMAN,Light Heavyweight,20-16-0 (W-L-D)
1879,DAVID HEATH,Light Heavyweight,9-3-0 (W-L-D)
1880,CORY HENDRICKS,Light Heavyweight,3-1-0 (W-L-D)
1881,ED HERMAN,Light Heavyweight,27-15-0 (W-L-D)
1882,CLINT HESTER,Light Heavyweight,11-6-0 (W-L-D)
1883,JAMAHAL HILL,Light Heavyweight,10-1-0 (W-L-D)
1884,BRANDEN LEE HINKLE,Light Heavyweight,14-7-0 (W-L-D)
1885,SAM HOGER,Light Heavyweight,6-3-0 (W-L-D)
1886,ROGER HOLLETT,Light Heavyweight,13-5-0 (W-L-D)
1887,REX HOLMAN,Light Heavyweight,4-2-0 (W-L-D)
1888,KHADIS IBRAGIMOV,Light Heavyweight,8-4-0 (W-L-D)
1889,GUTO INOCENTE,Light Heavyweight,6-4-0 (W-L-D)
1890,JAMES IRVIN,Light Heavyweight,14-7-0 (W-L-D)
1891,RAMPAGE JACKSON,Light Heavyweight,35-11-0 (W-L-D)
1892,DUSTIN JACOBY,Light Heavyweight,17-5-1 (W-L-D)
1893,KEITH JARDINE,Light Heavyweight,16-11-2 (W-L-D)
1894,ART JIMMERSON,Light Heavyweight,0-1-0 (W-L-D)
1895,RYAN JIMMO,Light Heavyweight,19-5-0 (W-L-D)
1896,TONY JOHNSON,Light Heavyweight,7-2-0 (W-L-D)
1897,JORDAN JOHNSON,Light Heavyweight,10-0-0 (W-L-D)
1898,ANTHONY JOHNSON,Light Heavyweight,22-6-0 (W-L-D)
1899,DANIEL JOLLY,Light Heavyweight,5-3-0 (W-L-D)
1900,JAMELLE JONES,Light Heavyweight,7-5-0 (W-L-D)
1901,JON JONES,Light Heavyweight,26-1-0 (W-L-D)
1902,DA-UN JUNG,Light Heavyweight,15-2-1 (W-L-D)
1903,JEREMY KIMBALL,Light Heavyweight,15-8-0 (W-L-D)
1904,KYLE KINGSBURY,Light Heavyweight,11-6-0 (W-L-D)
1905,KALOYAN KOLEV,Light Heavyweight,0-1-0 (W-L-D)
1906,YUKI KONDO,Light Heavyweight,0-0-0 (W-L-D)
1907,JORGEN KRUTH,Light Heavyweight,5-0-0 (W-L-D)
1908,NIKITA KRYLOV,Light Heavyweight,27-9-0 (W-L-D)
1909,MIKE KYLE,Light Heavyweight,19-9-1 (W-L-D)
1910,TOM LAWLOR,Light Heavyweight,10-6-0 (W-L-D)
1911,JUSTIN LEDET,Light Heavyweight,9-4-0 (W-L-D)
1912,JAMES LEE,Light Heavyweight,25-3-0 (W-L-D)
1913,CHUCK LIDDELL,Light Heavyweight,21-8-0 (W-L-D)
1914,PHILIPE LINS,Light Heavyweight,14-5-0 (W-L-D)
1915,MATT LUCAS,Light Heavyweight,14-3-0 (W-L-D)
1916,ROB MACDONALD,Light Heavyweight,4-3-0 (W-L-D)
1917,VINNY MAGALHAES,Light Heavyweight,11-7-0 (W-L-D)
1918,BILL MAHOOD,Light Heavyweight,12-3-1 (W-L-D)
1919,FABIO MALDONADO,Light Heavyweight,22-9-0 (W-L-D)
1920,JIMI MANUWA,Light Heavyweight,17-6-0 (W-L-D)
1921,DANILO MARQUES,Light Heavyweight,11-4-0 (W-L-D)
1922,CARMELO MARRERO,Light Heavyweight,10-2-1 (W-L-D)
1923,DOUG MARSHALL,Light Heavyweight,7-2-0 (W-L-D)
1924,ELIOT MARSHALL,Light Heavyweight,11-5-0 (W-L-D)
1925,AL MATAVAO,Light Heavyweight,0-1-0 (W-L-D)
1926,VLADIMIR MATYUSHENKO,Light Heavyweight,26-7-0 (W-L-D)
1927,JAMES MCSWEENEY,Light Heavyweight,13-7-0 (W-L-D)
1928,ANTONIO MENDES,Light Heavyweight,14-4-0 (W-L-D)
1929,ALONZO MENIFIELD,Light Heavyweight,11-3-0 (W-L-D)
1930,ADAM MILSTEAD,Light Heavyweight,8-3-0 (W-L-D)
1931,ZHANG MINGYANG,Light Heavyweight,0-0-0 (W-L-D)
1932,HOMER MOORE,Light Heavyweight,17-2-0 (W-L-D)
1933,VINICIUS MOREIRA,Light Heavyweight,9-5-0 (W-L-D)
1934,BRAD MORRIS,Light Heavyweight,10-4-0 (W-L-D)
1935,ASKAR MOZHAROV,Light Heavyweight,0-0-0 (W-L-D)
1936,JESSE MURRAY,Light Heavyweight,0-1-0 (W-L-D)
1937,AZAMAT MURZAKANOV,Light Heavyweight,11-0-0 (W-L-D)
1938,KAZUHIRO NAKAMURA,Light Heavyweight,11-8-0 (W-L-D)
1939,NASRUDIN NASRUDINOV,Light Heavyweight,0-1-0 (W-L-D)
1940,TAFON NCHUKWI,Light Heavyweight,6-2-0 (W-L-D)
1941,STANISLAV NEDKOV,Light Heavyweight,12-2-0 (W-L-D)
1942,NICOLAE NEGUMEREANU,Light Heavyweight,12-1-0 (W-L-D)
1943,JEFF NEWTON,Light Heavyweight,4-2-0 (W-L-D)
1944,MIKE NICKELS,Light Heavyweight,5-1-0 (W-L-D)
1945,ANTONIO ROGERIO NOGUEIRA,Light Heavyweight,23-10-0 (W-L-D)
1946,KENNEDY NZECHUKWU,Light Heavyweight,9-3-0 (W-L-D)
1947,JAKE O'BRIEN,Light Heavyweight,11-3-0 (W-L-D)
1948,SEAN O'CONNELL,Light Heavyweight,17-9-0 (W-L-D)
1949,VOLKAN OEZDEMIR,Light Heavyweight,17-6-0 (W-L-D)
1950,MICHAL OLEKSIEJCZUK,Light Heavyweight,16-5-0 (W-L-D)
1951,EDNALDO OLIVEIRA,Light Heavyweight,13-2-1 (W-L-D)
1952,BRUNO OLIVEIRA,Light Heavyweight,0-1-0 (W-L-D)
1953,CAMERON OLSON,Light Heavyweight,8-3-0 (W-L-D)
1954,TITO ORTIZ,Light Heavyweight,0-0-0 (W-L-D)
1955,MICHAEL PATT,Light Heavyweight,15-4-0 (W-L-D)
1956,TYSON PEDRO,Light Heavyweight,7-3-0 (W-L-D)
1957,NICK PENNER,Light Heavyweight,12-3-0 (W-L-D)
1958,ANTHONY PEROSH,Light Heavyweight,15-10-0 (W-L-D)
1959,SETH PETRUZELLI,Light Heavyweight,14-7-0 (W-L-D)
1960,JAMAL POGUES,Light Heavyweight,0-0-0 (W-L-D)
1961,IGOR POKRAJAC,Light Heavyweight,25-13-0 (W-L-D)
1962,ALEXANDER POPPECK,Light Heavyweight,0-0-0 (W-L-D)
1963,IHOR POTIERIA,Light Heavyweight,1-0-0 (W-L-D)
1964,MARCIN PRACHNIO,Light Heavyweight,15-5-0 (W-L-D)
1965,WAGNER PRADO,Light Heavyweight,8-2-0 (W-L-D)
1966,SHANE PRIMM,Light Heavyweight,1-1-0 (W-L-D)
1967,JIRI PROCHAZKA,Light Heavyweight,28-3-1 (W-L-D)
1968,ALEKSANDAR RAKIC,Light Heavyweight,14-2-0 (W-L-D)
1969,HECTOR RAMIREZ,Light Heavyweight,6-2-1 (W-L-D)
1970,KEVIN RANDLEMAN,Light Heavyweight,10-5-0 (W-L-D)
1971,KARL REED,Light Heavyweight,2-1-0 (W-L-D)
1972,DOMINICK REYES,Light Heavyweight,12-3-0 (W-L-D)
1973,KARL ROBERSON,Light Heavyweight,9-5-0 (W-L-D)
1974,LUKE ROCKHOLD,Light Heavyweight,16-5-0 (W-L-D)
1975,MIKE RODRIGUEZ,Light Heavyweight,11-7-0 (W-L-D)
1976,NICK ROEHRICK,Light Heavyweight,7-1-0 (W-L-D)
1977,RICARDO ROMERO,Light Heavyweight,11-3-0 (W-L-D)
1978,AARON ROSA,Light Heavyweight,17-5-0 (W-L-D)
1979,KRISTIAN ROTHAERMEL,Light Heavyweight,40-4-0 (W-L-D)
1980,KHALIL ROUNTREE JR.,Light Heavyweight,11-5-0 (W-L-D)
1981,MAURICIO RUA,Light Heavyweight,27-12-1 (W-L-D)
1982,OVINCE SAINT PREUX,Light Heavyweight,25-16-0 (W-L-D)
1983,GOKHAN SAKI,Light Heavyweight,1-2-0 (W-L-D)
1984,SEAN SALMON,Light Heavyweight,9-3-0 (W-L-D)
1985,THIAGO SANTOS,Light Heavyweight,22-10-0 (W-L-D)
1986,MATHEUS SCHEFFEL,Light Heavyweight,0-1-0 (W-L-D)
1987,IVAN SERATI,Light Heavyweight,10-3-0 (W-L-D)
1988,KEN SHAMROCK,Light Heavyweight,26-11-2 (W-L-D)
1989,IVAN SHTYRKOV,Light Heavyweight,16-0-1 (W-L-D)
1990,WANDERLEI SILVA,Light Heavyweight,35-12-1 (W-L-D)
1991,ELVIS SINOSIC,Light Heavyweight,8-11-2 (W-L-D)
1992,ANTHONY SMITH,Light Heavyweight,36-16-0 (W-L-D)
1993,RENATO SOBRAL,Light Heavyweight,27-7-0 (W-L-D)
1994,RAMEAU SOKOUDJOU,Light Heavyweight,5-3-0 (W-L-D)
1995,CHAEL SONNEN,Light Heavyweight,29-14-1 (W-L-D)
1996,EMILIANO SORDI,Light Heavyweight,16-7-0 (W-L-D)
1997,KRZYSZTOF SOSZYNSKI,Light Heavyweight,22-13-1 (W-L-D)
1998,BOBBY SOUTHWORTH,Light Heavyweight,0-0-0 (W-L-D)
1999,RYAN SPANN,Light Heavyweight,21-7-0 (W-L-D)
2000,DANIEL SPOHN,Light Heavyweight,16-5-0 (W-L-D)
2001,JOSHUA STANSBURY,Light Heavyweight,8-5-0 (W-L-D)
2002,DARREN STEWART,Light Heavyweight,12-8-0 (W-L-D)
2003,DARKO STOSIC,Light Heavyweight,13-4-0 (W-L-D)
2004,HANS STRINGER,Light Heavyweight,22-7-3 (W-L-D)
2005,LUKASZ SUDOLSKI,Light Heavyweight,0-1-0 (W-L-D)
2006,OUMAR SY,Light Heavyweight,0-0-0 (W-L-D)
2007,JUNIOR TAFA,Light Heavyweight,0-0-0 (W-L-D)
2008,GLOVER TEIXEIRA,Light Heavyweight,33-7-0 (W-L-D)
2009,ANTONIO TROCOLI,Light Heavyweight,10-3-0 (W-L-D)
2010,ANTON TURKALJ,Light Heavyweight,0-0-0 (W-L-D)
2011,CARLOS ULBERG,Light Heavyweight,6-1-0 (W-L-D)
2012,VICTOR VALIMAKI,Light Heavyweight,8-3-0 (W-L-D)
2013,MIKE VAN ARSDALE,Light Heavyweight,10-3-1 (W-L-D)
2014,MATT VAN BUREN,Light Heavyweight,7-4-0 (W-L-D)
2015,IKE VILLANUEVA,Light Heavyweight,18-13-0 (W-L-D)
2016,JOHNNY WALKER,Light Heavyweight,18-7-0 (W-L-D)
2017,RODNEY WALLACE,Light Heavyweight,9-2-0 (W-L-D)
2018,CORY WALMSLEY,Light Heavyweight,10-1-0 (W-L-D)
2019,CHRISTIAN WELLISCH,Light Heavyweight,9-4-0 (W-L-D)
2020,VERNON WHITE,Light Heavyweight,11-9-1 (W-L-D)
2021,MIKE WHITEHEAD,Light Heavyweight,9-6-0 (W-L-D)
2022,TRAVIS WIUFF,Light Heavyweight,22-3-0 (W-L-D)
2023,JOAO ZAIDEN,Light Heavyweight,0-0-0 (W-L-D)
2024,JAMES ZIKIC,Light Heavyweight,16-3-0 (W-L-D)
2025,TANK ABBOTT,Heavyweight,8-10-0 (W-L-D)
2026,SHAMIL ABDURAKHIMOV,Heavyweight,20-7-0 (W-L-D)
2027,SCOTT ADAMS,Heavyweight,6-0-0 (W-L-D)
2028,JUAN ADAMS,Heavyweight,5-3-0 (W-L-D)
2029,MOSTAPHA AL TURK,Heavyweight,6-6-0 (W-L-D)
2030,JUNIOR ALBINI,Heavyweight,14-6-0 (W-L-D)
2031,GILBERT ALDANA,Heavyweight,5-0-0 (W-L-D)
2032,AMIR ALIAKBARI,Heavyweight,0-0-0 (W-L-D)
2033,SEAN ALVAREZ,Heavyweight,4-3-0 (W-L-D)
2034,ZU ANYANWU,Heavyweight,14-5-0 (W-L-D)
2035,JOSH APPELT,Heavyweight,15-7-0 (W-L-D)
2036,ANDREI ARLOVSKI,Heavyweight,33-20-0 (W-L-D)
2037,CYRIL ASKER,Heavyweight,9-4-0 (W-L-D)
2038,TOM ASPINALL,Heavyweight,12-2-0 (W-L-D)
