,Name,Category,Record,Style
1179,RICKY TURCIOS,Bantamweight,12-2-0 (W-L-D),Freestyle
1180,KAMARU USMAN,Welterweight,20-1-0 (W-L-D),Freestyle
1181,KAZULA VARGAS,Lightweight,12-5-0 (W-L-D),Freestyle
1182,LUIGI VENDRAMINI,Lightweight,9-3-0 (W-L-D),Freestyle
1183,CJ VERGARA,Flyweight,10-3-1 (W-L-D),Freestyle
1184,JAMES WALLACE,Lightweight,9-2-0 (W-L-D),Freestyle
1185,JORDAN WILLIAMS,Welterweight,9-6-0 (W-L-D),Freestyle
1186,MATT WIMAN,Lightweight,16-10-0 (W-L-D),Freestyle
1187,TYRON WOODLEY,Welterweight,19-7-1 (W-L-D),Freestyle
1188,SEAN WOODSON,Featherweight,9-1-0 (W-L-D),Freestyle
1189,YOUSSEF ZALAL,Featherweight,10-5-0 (W-L-D),Freestyle
1190,ZHALGAS ZHUMAGULOV,Flyweight,14-6-0 (W-L-D),Freestyle
1191,KLIDSON ABREU,Light Heavyweight,15-4-0 (W-L-D),Brazilian Jiu-Jitsu
1192,ROGERIO BONTORIN,Flyweight,17-4-0 (W-L-D),Brazilian Jiu-Jitsu
1193,SEAN BRADY,Welterweight,15-0-0 (W-L-D),Brazilian Jiu-Jitsu
1194,GILBERT BURNS,Welterweight,20-5-0 (W-L-D),Brazilian Jiu-Jitsu
1195,MISHA CIRKUNOV,Middleweight,15-8-0 (W-L-D),Brazilian Jiu-Jitsu
1196,VANESSA DEMOPOULOS,Women's Strawweight,7-4-0 (W-L-D),Brazilian Jiu-Jitsu
1197,MACKENZIE DERN,Women's Strawweight,12-2-0 (W-L-D),Brazilian Jiu-Jitsu
1198,NICK DIAZ,Middleweight,26-11-0 (W-L-D),Brazilian Jiu-Jitsu
1199,MICKEY GALL,Welterweight,7-5-0 (W-L-D),Brazilian Jiu-Jitsu
1200,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Brazilian Jiu-Jitsu
1201,MATHEUS NICOLAU,Flyweight,18-3-1 (W-L-D),Brazilian Jiu-Jitsu
1202,RAULIAN PAIVA,Bantamweight,21-4-0 (W-L-D),Brazilian Jiu-Jitsu
1203,MICHEL PRAZERES,Welterweight,26-4-0 (W-L-D),Brazilian Jiu-Jitsu
1204,PAT SABATINI,Featherweight,17-3-0 (W-L-D),Brazilian Jiu-Jitsu
1205,MATT SCHNELL,Flyweight,15-6-0 (W-L-D),Brazilian Jiu-Jitsu
1206,GABRIEL SILVA,Bantamweight,7-2-0 (W-L-D),Brazilian Jiu-Jitsu
1207,LIVINHA SOUZA,Women's Strawweight,14-4-0 (W-L-D),Brazilian Jiu-Jitsu
1208,RONALDO SOUZA,Middleweight,26-10-0 (W-L-D),Brazilian Jiu-Jitsu
1209,NIKLAS STOLZE,Welterweight,0-2-0 (W-L-D),Brazilian Jiu-Jitsu
1210,CUB SWANSON,Featherweight,28-12-0 (W-L-D),Brazilian Jiu-Jitsu
1211,ILIA TOPURIA,Lightweight,12-0-0 (W-L-D),Brazilian Jiu-Jitsu
1212,RODOLFO VIEIRA,Middleweight,8-1-0 (W-L-D),Brazilian Jiu-Jitsu
1213,ALEXANDER VOLKOV,Heavyweight,34-10-0 (W-L-D),Brazilian Jiu-Jitsu
1214,JEREMIAH WELLS,Welterweight,10-2-0 (W-L-D),Brazilian Jiu-Jitsu
1215,ROBERT WHITTAKER,Middleweight,24-6-0 (W-L-D),Brazilian Jiu-Jitsu
1216,ANTONIO CARLOS JUNIOR,Middleweight,11-5-0 (W-L-D),Boxer
1217,DEVIN CLARK,Heavyweight,13-6-0 (W-L-D),Boxer
1218,JARJIS DANHO,Heavyweight,7-1-1 (W-L-D),Boxer
1219,JUNIOR DOS SANTOS,Heavyweight,21-9-0 (W-L-D),Boxer
1220,ANDRE EWELL,Featherweight,17-9-0 (W-L-D),Boxer
1221,ANDRE FIALHO,Welterweight,16-4-0 (W-L-D),Boxer
1222,RAFA GARCIA,Lightweight,14-2-0 (W-L-D),Boxer
1223,CHRISTOS GIAGOS,Lightweight,19-9-0 (W-L-D),Boxer
1224,JUSTIN GONZALES,Featherweight,9-0-0 (W-L-D),Boxer
1225,NOHELIN HERNANDEZ,Bantamweight,10-4-0 (W-L-D),Boxer
1226,MILES JOHNS,Bantamweight,12-2-0 (W-L-D),Boxer
1227,TONY JOHNSON,Light Heavyweight,7-2-0 (W-L-D),Boxer
1228,JUSTIN LEDET,Light Heavyweight,9-4-0 (W-L-D),Boxer
1229,PINGYUAN LIU,Bantamweight,13-7-0 (W-L-D),Boxer
1230,JACK MARSHMAN,Middleweight,23-10-0 (W-L-D),Boxer
1231,JORGE MASVIDAL,Welterweight,35-16-0 (W-L-D),Boxer
1232,MOLLY MCCANN,Women's Flyweight,12-4-0 (W-L-D),Boxer
1233,ALEJANDRO PÉREZ,Featherweight,23-9-1 (W-L-D),Boxer
1234,DOMINGO PILARTE,Bantamweight,8-3-0 (W-L-D),Boxer
1235,JESSE RONSON,Lightweight,21-11-0 (W-L-D),Boxer
1236,PHIL ROWE,Welterweight,9-3-0 (W-L-D),Boxer
1237,JAMES VICK,Welterweight,13-5-0 (W-L-D),Boxer
1238,SONG YADONG,Bantamweight,19-6-1 (W-L-D),Boxer
1239,PETR YAN,Bantamweight,16-3-0 (W-L-D),Boxer
1240,ADRIAN YANEZ,Bantamweight,15-3-0 (W-L-D),Boxer
1241,MARIYA AGAPOVA,Women's Flyweight,10-3-0 (W-L-D),Kickboxer
1242,OMARI AKHMEDOV,Middleweight,21-6-1 (W-L-D),Kickboxer
1243,WARLLEY ALVES,Welterweight,15-5-0 (W-L-D),Kickboxer
1244,ANDREI ARLOVSKI,Heavyweight,34-20-0 (W-L-D),Kickboxer
1245,MODESTAS BUKAUSKAS,Light Heavyweight,11-5-0 (W-L-D),Kickboxer
1246,BETHE CORREIA,Women's Bantamweight,11-6-1 (W-L-D),Kickboxer
1247,BATGEREL DANAA,Bantamweight,12-3-0 (W-L-D),Kickboxer
1248,YORGAN DE CASTRO,Heavyweight,6-3-0 (W-L-D),Kickboxer
1249,BLOOD DIAMOND,Welterweight,3-1-0 (W-L-D),Kickboxer
1250,JAMALL EMMERS,Featherweight,18-6-0 (W-L-D),Kickboxer
1251,KAI KARA FRANCE,Flyweight,24-9-0 (W-L-D),Kickboxer
1252,MALCOLM GORDON,Flyweight,14-5-0 (W-L-D),Kickboxer
1253,MAX GRIFFIN,Welterweight,18-9-0 (W-L-D),Kickboxer
1254,HOLLY HOLM,Women's Bantamweight,14-5-0 (W-L-D),Kickboxer
1255,CHAN SUNG JUNG,Featherweight,17-7-0 (W-L-D),Kickboxer
1256,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Kickboxer
1257,SYURI KONDO,Women's Strawweight,6-3-0 (W-L-D),Kickboxer
1258,YANCY MEDEIROS,Lightweight,15-8-0 (W-L-D),Kickboxer
1259,ALEX MORONO,Welterweight,21-7-0 (W-L-D),Kickboxer
1260,NIKOLAS MOTTA,Lightweight,1-1-0 (W-L-D),Kickboxer
1261,LERONE MURPHY,Featherweight,11-0-1 (W-L-D),Kickboxer
1262,ALEX PEREIRA,Middleweight,2-0-0 (W-L-D),Kickboxer
1263,MAKI PITOLO,Middleweight,13-9-0 (W-L-D),Kickboxer
1264,KARL ROBERSON,Light Heavyweight,9-5-0 (W-L-D),Kickboxer
1265,JESSE RONSON,Lightweight,21-11-0 (W-L-D),Kickboxer
1266,MARTIN SANO,Welterweight,4-3-1 (W-L-D),Kickboxer
1267,ALJAMAIN STERLING,Bantamweight,21-3-0 (W-L-D),Kickboxer
1268,NIKLAS STOLZE,Welterweight,0-2-0 (W-L-D),Kickboxer
1269,STEPHEN THOMPSON,Welterweight,16-6-1 (W-L-D),Kickboxer
1270,TECIA TORRES,Women's Strawweight,13-6-0 (W-L-D),Kickboxer
1271,FRANCISCO TRINALDO,Welterweight,28-8-0 (W-L-D),Kickboxer
1272,ARMAN TSARUKYAN,Lightweight,18-2-0 (W-L-D),Kickboxer
1273,CARLOS ULBERG,Light Heavyweight,6-1-0 (W-L-D),Kickboxer
1274,EDDIE WINELAND,Bantamweight,24-15-1 (W-L-D),Kickboxer
1275,FARÈS ZIAM,Lightweight,12-4-0 (W-L-D),Kickboxer
1276,ALATENGHEILI,Bantamweight,15-8-1 (W-L-D),Wrestling
1277,DEREK BRUNSON,Middleweight,23-8-0 (W-L-D),Wrestling
1278,GILBERT BURNS,Welterweight,20-5-0 (W-L-D),Wrestling
1279,JP BUYS,Bantamweight,9-4-0 (W-L-D),Wrestling
1280,HENRY CEJUDO,Bantamweight,16-2-0 (W-L-D),Wrestling
1281,MICHAEL CHIESA,Welterweight,18-6-0 (W-L-D),Wrestling
1282,LOUIS COSCE,Welterweight,7-1-0 (W-L-D),Wrestling
1283,COLBY COVINGTON,Welterweight,17-3-0 (W-L-D),Wrestling
1284,PATRICK CUMMINS,Light Heavyweight,10-7-0 (W-L-D),Wrestling
1285,RAMAZAN EMEEV,Welterweight,20-5-0 (W-L-D),Wrestling
1286,JUAN ESPINO,Heavyweight,11-2-0 (W-L-D),Wrestling
1287,JIMMY FLICK,Flyweight,16-5-0 (W-L-D),Wrestling
1288,MATEUSZ GAMROT,Lightweight,20-1-0 (W-L-D),Wrestling
1289,SHAMIL GAMZATOV,Light Heavyweight,14-1-0 (W-L-D),Wrestling
1290,KELVIN GASTELUM,Middleweight,17-8-0 (W-L-D),Wrestling
1291,PHIL HAWES,Middleweight,11-3-0 (W-L-D),Wrestling
1292,IAN HEINISCH,Middleweight,14-5-0 (W-L-D),Wrestling
1293,VICTOR HENRY,Bantamweight,22-5-0 (W-L-D),Wrestling
1294,LI JINGLIANG,Welterweight,18-7-0 (W-L-D),Wrestling
1295,MICHAEL JOHNSON,Lightweight,20-17-0 (W-L-D),Wrestling
1296,KYUNG HO KANG,Bantamweight,17-9-0 (W-L-D),Wrestling
1297,ILIR LATIFI,Heavyweight,16-8-1 (W-L-D),Wrestling
1298,KEVIN LEE,Welterweight,18-7-0 (W-L-D),Wrestling
1299,NIK LENTZ,Featherweight,30-12-2 (W-L-D),Wrestling
1300,TUCKER LUTZ,Featherweight,12-2-0 (W-L-D),Wrestling
1301,MARK MADSEN,Lightweight,12-0-0 (W-L-D),Wrestling
1302,NATE MANESS,Bantamweight,14-1-0 (W-L-D),Wrestling
1303,RANDA MARKOS,Women's Strawweight,11-12-1 (W-L-D),Wrestling
1304,ALTON MEEKS,Heavyweight,3-0-0 (W-L-D),Wrestling
1305,JIM MILLER,Lightweight,34-16-0 (W-L-D),Wrestling
1306,VINCE MORALES,Bantamweight,11-6-0 (W-L-D),Wrestling
1307,KRIS MOUTINHO,Bantamweight,9-6-0 (W-L-D),Wrestling
1308,KANAKO MURATA,Women's Strawweight,12-2-0 (W-L-D),Wrestling
1309,ISMAIL NAURDIEV,Welterweight,19-4-0 (W-L-D),Wrestling
1310,DOMINGO PILARTE,Bantamweight,8-3-0 (W-L-D),Wrestling
1311,GAETANO PIRRELLO,Bantamweight,15-7-1 (W-L-D),Wrestling
1312,CHANCE RENCOUNTRE,Welterweight,14-4-0 (W-L-D),Wrestling
1313,JACOB ROSALES,Lightweight,11-5-0 (W-L-D),Wrestling
1314,RICHIE SANTIAGO,Bantamweight,7-1-0 (W-L-D),Wrestling
1315,LIUDVIK SHOLINIAN,Bantamweight,9-3-0 (W-L-D),Wrestling
1316,RICKY SIMON,Bantamweight,19-3-0 (W-L-D),Wrestling
1317,DERON WINN,Middleweight,7-2-0 (W-L-D),Wrestling
1318,AMIR ALBAZI,Flyweight,14-1-0 (W-L-D),Jiu-Jitsu
1319,JOSÉ ALDO,Bantamweight,31-7-0 (W-L-D),Jiu-Jitsu
1320,RAONI BARCELOS,Bantamweight,16-3-0 (W-L-D),Jiu-Jitsu
1321,JOSEPH BENAVIDEZ,Flyweight,28-8-0 (W-L-D),Jiu-Jitsu
1322,ERIN BLANCHFIELD,Women's Flyweight,7-1-0 (W-L-D),Jiu-Jitsu
1323,MARTIN BUDAY,Heavyweight,2-0-0 (W-L-D),Jiu-Jitsu
1324,FELIPE COLARES,Featherweight,10-3-0 (W-L-D),Jiu-Jitsu
1325,TRISTAN CONNELLY,Featherweight,14-8-0 (W-L-D),Jiu-Jitsu
1326,ZAK CUMMINGS,Middleweight,24-7-0 (W-L-D),Jiu-Jitsu
1327,FRANCISCO FIGUEIREDO,Flyweight,13-4-1 (W-L-D),Jiu-Jitsu
1328,CHRIS FISHGOLD,Featherweight,18-4-1 (W-L-D),Jiu-Jitsu
1329,JIMMY FLICK,Flyweight,16-5-0 (W-L-D),Jiu-Jitsu
1330,JUSSIER FORMIGA,Flyweight,23-8-0 (W-L-D),Jiu-Jitsu
1331,CLAUDIA GADELHA,Women's Strawweight,18-5-0 (W-L-D),Jiu-Jitsu
1332,MELISSA GATTO,Women's Flyweight,8-1-2 (W-L-D),Jiu-Jitsu
1333,MALCOLM GORDON,Flyweight,14-5-0 (W-L-D),Jiu-Jitsu
1334,CHRIS GRUETZEMACHER,Lightweight,15-5-0 (W-L-D),Jiu-Jitsu
1335,JOSEPH HOLMES,Middleweight,7-2-0 (W-L-D),Jiu-Jitsu
1336,HARRY HUNSUCKER,Heavyweight,7-4-0 (W-L-D),Jiu-Jitsu
1337,DAN IGE,Featherweight,15-5-0 (W-L-D),Jiu-Jitsu
1338,VIRNA JANDIROBA,Women's Strawweight,17-3-0 (W-L-D),Jiu-Jitsu
1339,GIACOMO LEMOS,Heavyweight,6-0-0 (W-L-D),Jiu-Jitsu
1340,AUSTIN LINGO,Featherweight,9-1-0 (W-L-D),Jiu-Jitsu
1341,DEMIAN MAIA,Welterweight,28-11-0 (W-L-D),Jiu-Jitsu
1342,ANTHONY ROCCO MARTIN,Welterweight,17-6-0 (W-L-D),Jiu-Jitsu
1343,MIRANDA MAVERICK,Women's Flyweight,12-4-0 (W-L-D),Jiu-Jitsu
1344,JIM MILLER,Lightweight,34-16-0 (W-L-D),Jiu-Jitsu
1345,RENATO MOICANO,Lightweight,16-5-1 (W-L-D),Jiu-Jitsu
1346,BRANDON MORENO,Flyweight,19-6-2 (W-L-D),Jiu-Jitsu
1347,RODRIGO NASCIMENTO FERREIRA,Heavyweight,9-1-0 (W-L-D),Jiu-Jitsu
1348,JOURNEY NEWSON,Bantamweight,10-3-0 (W-L-D),Jiu-Jitsu
1349,ALEKSEI OLEINIK,Heavyweight,60-16-1 (W-L-D),Jiu-Jitsu
1350,CHARLES OLIVEIRA,Lightweight,33-8-0 (W-L-D),Jiu-Jitsu
1351,JULIANNA PEÑA,Women's Bantamweight,12-4-0 (W-L-D),Jiu-Jitsu
1352,PADDY PIMBLETT,Lightweight,18-3-0 (W-L-D),Jiu-Jitsu
1353,DUSTIN POIRIER,Lightweight,28-7-0 (W-L-D),Jiu-Jitsu
1354,RICARDO PRASEL,Heavyweight,9-2-0 (W-L-D),Jiu-Jitsu
1355,DAVI RAMOS,Lightweight,10-4-0 (W-L-D),Jiu-Jitsu
1356,RICARDO RAMOS,Featherweight,15-4-0 (W-L-D),Jiu-Jitsu
1357,MARION RENEAU,Women's Bantamweight,9-8-1 (W-L-D),Jiu-Jitsu
1358,ROOSEVELT ROBERTS,Lightweight,10-3-0 (W-L-D),Jiu-Jitsu
1359,PETE RODRIGUEZ,Welterweight,4-1-0 (W-L-D),Jiu-Jitsu
1360,PHIL ROWE,Welterweight,9-3-0 (W-L-D),Jiu-Jitsu
1361,LEONARDO SANTOS,Lightweight,18-6-1 (W-L-D),Jiu-Jitsu
1362,CLAUDIO SILVA,Welterweight,14-3-0 (W-L-D),Jiu-Jitsu
1363,JOAQUIM SILVA,Lightweight,11-4-0 (W-L-D),Jiu-Jitsu
1364,FRANCISCO TRINALDO,Welterweight,28-8-0 (W-L-D),Jiu-Jitsu
1365,GAVIN TUCKER,Featherweight,13-2-0 (W-L-D),Jiu-Jitsu
1366,WELLINGTON TURMAN,Middleweight,18-5-0 (W-L-D),Jiu-Jitsu
1367,POLYANA VIANA,Women's Strawweight,12-4-0 (W-L-D),Jiu-Jitsu
1368,ARMANDO VILLARREAL,Bantamweight,5-1-0 (W-L-D),Jiu-Jitsu
1369,ASHLEY YODER,Women's Strawweight,8-8-0 (W-L-D),Jiu-Jitsu
1370,ABDUL RAZAK ALHASSAN,Middleweight,11-5-0 (W-L-D),Muay Thai
1371,THOMAS ALMEIDA,Bantamweight,22-5-0 (W-L-D),Muay Thai
1372,JESSICA ANDRADE,Women's Strawweight,23-9-0 (W-L-D),Muay Thai
1373,PETER BARRETT,Featherweight,11-5-0 (W-L-D),Muay Thai
1374,ALAN BAUDOT,Heavyweight,8-4-0 (W-L-D),Muay Thai
1375,RYAN BENOIT,Flyweight,10-8-0 (W-L-D),Muay Thai
1376,ARIANE CARNELOSSI,Women's Strawweight,14-3-0 (W-L-D),Muay Thai
1377,LUANA CAROLINA,Women's Flyweight,8-3-0 (W-L-D),Muay Thai
1378,DONALD CERRONE,Welterweight,36-16-0 (W-L-D),Muay Thai
1379,SEUNGWOO CHOI,Featherweight,10-4-0 (W-L-D),Muay Thai
1380,BRANDON DAVIS,Bantamweight,14-9-0 (W-L-D),Muay Thai
1381,ALEXIS DAVIS,Women's Bantamweight,21-11-0 (W-L-D),Muay Thai
1382,HAKEEM DAWODU,Featherweight,13-2-1 (W-L-D),Muay Thai
1383,GLORIA DE PAULA,Women's Strawweight,6-4-0 (W-L-D),Muay Thai
1384,GERMAINE DE RANDAMIE,Women's Bantamweight,10-4-0 (W-L-D),Muay Thai
1385,TJ DILLASHAW,Bantamweight,18-4-0 (W-L-D),Muay Thai
1386,ANDERSON DOS SANTOS,Bantamweight,21-9-0 (W-L-D),Muay Thai
1387,JOHNNY EDUARDO,Bantamweight,28-13-0 (W-L-D),Muay Thai
1388,DEIVESON FIGUEIREDO,Flyweight,21-2-1 (W-L-D),Muay Thai
1389,FRANCISCO FIGUEIREDO,Flyweight,13-4-1 (W-L-D),Muay Thai
1390,RAFAEL FIZIEV,Lightweight,11-1-0 (W-L-D),Muay Thai
1391,CIRYL GANE,Heavyweight,10-1-0 (W-L-D),Muay Thai
1392,TRESEAN GORE,Middleweight,4-1-0 (W-L-D),Muay Thai
1393,DWIGHT GRANT,Welterweight,11-5-0 (W-L-D),Muay Thai
1394,URIAH HALL,Middleweight,18-10-0 (W-L-D),Muay Thai
1395,NASRAT HAQPARAST,Lightweight,13-5-0 (W-L-D),Muay Thai
1396,ANGELA HILL,Women's Strawweight,13-11-0 (W-L-D),Muay Thai
1397,MAX HOLLOWAY,Featherweight,23-6-0 (W-L-D),Muay Thai
1398,LIANA JOJUA,Women's Flyweight,8-5-0 (W-L-D),Muay Thai
1399,JUSTINE KISH,Women's Flyweight,7-4-0 (W-L-D),Muay Thai
1400,ANDREA LEE,Women's Flyweight,13-5-0 (W-L-D),Muay Thai
1401,GIACOMO LEMOS,Heavyweight,6-0-0 (W-L-D),Muay Thai
1402,AMANDA LEMOS,Women's Strawweight,11-2-1 (W-L-D),Muay Thai
1403,DALCHA LUNGIAMBULA,Middleweight,11-4-0 (W-L-D),Muay Thai
1404,VICENTE LUQUE,Welterweight,21-8-1 (W-L-D),Muay Thai
1405,JENNIFER MAIA,Women's Flyweight,19-9-1 (W-L-D),Muay Thai
1406,MIRANDA MAVERICK,Women's Flyweight,12-4-0 (W-L-D),Muay Thai
1407,SHEYMON MORAES,Featherweight,11-4-0 (W-L-D),Muay Thai
1408,PEDRO MUNHOZ,Bantamweight,19-7-0 (W-L-D),Muay Thai
1409,JOSIANE NUNES,Women's Featherweight,9-1-0 (W-L-D),Muay Thai
1410,MARIA OLIVEIRA,Women's Strawweight,12-5-0 (W-L-D),Muay Thai
1411,ALEX OLIVEIRA,Welterweight,22-12-1 (W-L-D),Muay Thai
1412,RAULIAN PAIVA,Bantamweight,21-4-0 (W-L-D),Muay Thai
1413,JONNY PARSONS,Welterweight,8-2-0 (W-L-D),Muay Thai
1414,ARMEN PETROSYAN,Middleweight,7-1-0 (W-L-D),Muay Thai
1415,AARON PHILLIPS,Bantamweight,12-4-0 (W-L-D),Muay Thai
1416,GRIGORY POPOV,Bantamweight,13-3-0 (W-L-D),Muay Thai
1417,JIRI PROCHAZKA,Light Heavyweight,28-3-1 (W-L-D),Muay Thai
1418,CLAUDIO PUELLES,Lightweight,13-2-0 (W-L-D),Muay Thai
1419,MARCO POLO REYES,Lightweight,8-8-0 (W-L-D),Muay Thai
1420,MARINA RODRIGUEZ,Women's Strawweight,16-1-2 (W-L-D),Muay Thai
1421,MIKE RODRIGUEZ,Light Heavyweight,11-7-0 (W-L-D),Muay Thai
1422,VICTOR RODRIGUEZ,Flyweight,7-4-0 (W-L-D),Muay Thai
1423,KAROL ROSA,Women's Bantamweight,15-4-0 (W-L-D),Muay Thai
1424,DUDA SANTANA,Women's Bantamweight,3-1-0 (W-L-D),Muay Thai
1425,TAILA SANTOS,Women's Flyweight,19-1-0 (W-L-D),Muay Thai
1426,VALENTINA SHEVCHENKO,Women's Flyweight,22-3-0 (W-L-D),Muay Thai
1427,ANTONINA SHEVCHENKO,Women's Flyweight,9-4-0 (W-L-D),Muay Thai
1428,DOUGLAS SILVA DE ANDRADE,Bantamweight,28-4-0 (W-L-D),Muay Thai
1429,DUSTIN STOLTZFUS,Middleweight,13-4-0 (W-L-D),Muay Thai
1430,DARREN TILL,Middleweight,18-4-1 (W-L-D),Muay Thai
1431,ANTONIO TROCOLI,Light Heavyweight,10-3-0 (W-L-D),Muay Thai
1432,JOANNE WOOD,Women's Flyweight,15-8-0 (W-L-D),Muay Thai
1433,ASHLEY YODER,Women's Strawweight,8-8-0 (W-L-D),Muay Thai
1434,ZHANG WEILI,Women's Strawweight,21-3-0 (W-L-D),Muay Thai
1435,IRENE ALDANA,Women's Bantamweight,13-6-0 (W-L-D),Striker
1436,JJ ALDRICH,Women's Flyweight,11-4-0 (W-L-D),Striker
